"Unnamed: 0","Sector","CourseName","Duration","Minimum Education","Language","Module","TopicName","URL"
8053,"Entrepreneurship","Lecture Collection | Technology Entrepreneurship","","12th","English/Hindi","Module 5: Customer Development and Lean Startups","12. Why is Customer Development So Tough?","https://www.youtube.com/watch?v=R_cwS4_x1k0"
8054,"Entrepreneurship","Lecture Collection | Technology Entrepreneurship","","12th","English/Hindi","Module 6: Customer Development Challenges and Case Studies","13. FlightCaster","https://www.youtube.com/watch?v=2YcXaGfp8vk"
8055,"Entrepreneurship","Lecture Collection | Technology Entrepreneurship","","12th","English/Hindi","Module 6: Customer Development Challenges and Case Studies","14. Startup Genome","https://www.youtube.com/watch?v=SNOzBZY41jU"
8056,"Entrepreneurship","Lecture Collection | Technology Entrepreneurship","","12th","English/Hindi","Module 7: Entrepreneurial Marketing and Sales","15. Entrepreneurial Marketing","https://www.youtube.com/watch?v=3TltbMyJ2xY"
8057,"Entrepreneurship","Lecture Collection | Technology Entrepreneurship","","12th","English/Hindi","Module 7: Entrepreneurial Marketing and Sales","16. Entrepreneurial Sales and Marketing","https://www.youtube.com/watch?v=x6-MJe-jnlA"
8058,"Entrepreneurship","Lecture Collection | Technology Entrepreneurship","","12th","English/Hindi","Module 8: The Acid Test and Entrepreneurial Sales","17. Acid Test for Entrepreneurs","https://www.youtube.com/watch?v=r1EPkoPiQmk"
8059,"Entrepreneurship","Lecture Collection | Technology Entrepreneurship","","12th","English/Hindi","Module 8: The Acid Test and Entrepreneurial Sales","18. Entreprenuerial Sales","https://www.youtube.com/watch?v=c6q7cKwiwa8"
8060,"Entrepreneurship","Lecture Collection | Technology Entrepreneurship","","12th","English/Hindi","Module 9: Technology Transfer and Life Sciences","19. Trialpay","https://www.youtube.com/watch?v=TaDWkHoKc7A"
8061,"Entrepreneurship","Lecture Collection | Technology Entrepreneurship","","12th","English/Hindi","Module 9: Technology Transfer and Life Sciences","20. Technology Transfer at Stanford University","https://www.youtube.com/watch?v=ifERZQsy-M0"
8062,"Entrepreneurship","Lecture Collection | Technology Entrepreneurship","","12th","English/Hindi","Module 10: Venture Finance Fundamentals","21. Entrepreneurship in the Life Sciences","https://www.youtube.com/watch?v=2ufe4oiZPew"
8063,"Entrepreneurship","Lecture Collection | Technology Entrepreneurship","","12th","English/Hindi","Module 10: Venture Finance Fundamentals","22. Domainr","https://www.youtube.com/watch?v=gXlz-YPVpYQ"
8064,"Entrepreneurship","Lecture Collection | Technology Entrepreneurship","","12th","English/Hindi","Module 11: Venture Finance Strategies","23. Ulu Ventures","https://www.youtube.com/watch?v=qvotSSDXy2E"
8065,"Entrepreneurship","Lecture Collection | Technology Entrepreneurship","","12th","English/Hindi","Module 11: Venture Finance Strategies","24. Focal Labs","https://www.youtube.com/watch?v=Sa1JeaAjNTA"
8066,"Entrepreneurship","Lecture Collection | Technology Entrepreneurship","","12th","English/Hindi","Module 12: Venture Finance in Practice","25. Venture Finance, Part 1","https://www.youtube.com/watch?v=7JQZMPcF-lg"
8067,"Entrepreneurship","Lecture Collection | Technology Entrepreneurship","","12th","English/Hindi","Module 12: Venture Finance in Practice","26. Venture Finance, Part 2","https://www.youtube.com/watch?v=XmUMmfqaCUM"
8068,"Entrepreneurship","Lecture Collection | Technology Entrepreneurship","","12th","English/Hindi","Module 13: Course Summary and Conclusion","27. Venture Finance, Part 3","https://www.youtube.com/watch?v=Z_6ArmFX65A"
8069,"Entrepreneurship","Lecture Collection | Technology Entrepreneurship","","12th","English/Hindi","Module 13: Course Summary and Conclusion","28. Course Summary","https://www.youtube.com/watch?v=hc5xkf9JqoE"
